,tweet_id,text,retweeted_status_id,retweeted_status_user_id,expanded_urls,rating_numerator,rating_denominator,rt_date,rt_year,rt_month,rt_day,rt_time,t_time_a,rt_time_a,clean_source,internet_nickname,clean_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,Actual_Rating
841,766864461642756096,RT @dog_rates: We only rate dogs... this is a Taiwanese Guide Walrus. Im getting real heckin tired of this. Please send dogs. 10/10 https:/…,7.599237987370516e+17,4196983835.0,https://twitter.com/dog_rates/status/759923798737051648/photo/1,10,10,2016-08-01,2016.0,8.0,1.0,01:28:46 ,5,1.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.0
847,766078092750233600,RT @dog_rates: This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 https://t.co/vtVHtKFtBH,7.258422890467492e+17,4196983835.0,"https://twitter.com/dog_rates/status/725842289046749185/photo/1,https://twitter.com/dog_rates/status/725842289046749185/photo/1",12,10,2016-04-29,2016.0,4.0,29.0,00:21:01 ,1,0.0,Twitter for iPhone,,Colby,https://pbs.twimg.com/media/ChK1tdBWwAQ1flD.jpg,1.0,toy_poodle,0.420463,True,miniature_poodle,0.13264,True,Chesapeake_Bay_retriever,0.121523,True,,,1.2
860,763167063695355904,RT @dog_rates: Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https:/…,6.732952685536051e+17,4196983835.0,https://twitter.com/dog_rates/status/673295268553605120/photo/1,8,10,2015-12-06,2015.0,12.0,6.0,00:17:55 ,0,0.0,Twitter for iPhone,pupper,Eve,,,,,,,,,,,,0.0,2743.0,0.8
868,761750502866649088,"RT @dog_rates: ""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",6.853251128501248e+17,4196983835.0,"https://twitter.com/dog_rates/status/685325112850124800/photo/1,https://twitter.com/dog_rates/status/685325112850124800/photo/1",10,10,2016-01-08,2016.0,1.0,8.0,05:00:14 ,2,5.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,1.0,golden_retriever,0.586937,True,Labrador_retriever,0.39826,True,kuvasz,0.00540969,True,0.0,3576.0,1.0
872,761371037149827077,RT @dog_rates: Oh. My. God. 13/10 magical af https://t.co/Ezu6jQrKAZ,7.116947884295537e+17,4196983835.0,"https://twitter.com/dog_rates/status/711694788429553666/photo/1,https://twitter.com/dog_rates/status/711694788429553666/photo/1",13,10,2016-03-20,2016.0,3.0,20.0,23:23:54 ,1,23.0,Twitter for iPhone,,None,https://pbs.twimg.com/tweet_video_thumb/CeBym7oXEAEWbEg.jpg,1.0,brown_bear,0.7132930000000001,False,Indian_elephant,0.172844,False,water_buffalo,0.0389022,False,0.0,16589.0,1.3
885,760153949710192640,"RT @hownottodraw: The story/person behind @dog_rates is heckin adorable af. 11/10, probably would pet. https://t.co/AG5UnRrmzJ",7.601538332596019e+17,195036846.0,"https://weratedogs.com/pages/about-us,https://weratedogs.com/pages/about-us",11,10,2016-08-01,2016.0,8.0,1.0,16:42:51 ,16,16.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.1
890,759566828574212096,RT @dog_rates: This... is a Tyrannosaurus rex. We only rate dogs. Please only send in dogs. Thank you ...10/10 https://t.co/zxw8d5g94P,7.395440793195889e+17,4196983835.0,"https://twitter.com/dog_rates/status/739544079319588864/photo/1,https://twitter.com/dog_rates/status/739544079319588864/photo/1",10,10,2016-06-05,2016.0,6.0,5.0,19:47:03 ,1,19.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CkNjahBXAAQ2kWo.jpg,1.0,Labrador_retriever,0.967397,True,golden_retriever,0.0166414,True,ice_bear,0.0148576,False,,,1.0
895,759159934323924993,"RT @dog_rates: AT DAWN...
WE RIDE

11/10 https://t.co/QnfO7HEQGA",6.703191306214359e+17,4196983835.0,"https://twitter.com/dog_rates/status/670319130621435904/photo/1,https://twitter.com/dog_rates/status/670319130621435904/photo/1",11,10,2015-11-27,2015.0,11.0,27.0,19:11:49 ,22,19.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CU1zsMSUAAAS0qW.jpg,1.0,Irish_terrier,0.254856,True,briard,0.227716,True,soft-coated_wheaten_terrier,0.223263,True,,,1.1
908,757729163776290825,RT @dog_rates: This is Chompsky. He lives up to his name. 11/10 https://t.co/Xl37lQEWd0,6.790626142704681e+17,4196983835.0,"https://twitter.com/dog_rates/status/679062614270468097/photo/1,https://twitter.com/dog_rates/status/679062614270468097/photo/1,https://twitter.com/dog_rates/status/679062614270468097/photo/1,https://twitter.com/dog_rates/status/679062614270468097/photo/1",11,10,2015-12-21,2015.0,12.0,21.0,22:15:18 ,0,22.0,Twitter for iPhone,,Chompsky,https://pbs.twimg.com/media/CWyD2HGUYAQ1Xa7.jpg,2.0,cash_machine,0.802333,False,schipperke,0.0455186,True,German_shepherd,0.0233535,True,0.0,7185.0,1.1
911,757597904299253760,RT @jon_hill987: @dog_rates There is a cunningly disguised pupper here mate! 11/10 at least. https://t.co/7boff8zojZ,7.575971410995487e+17,280479778.0,"https://twitter.com/jon_hill987/status/757597141099548672/photo/1,https://twitter.com/jon_hill987/status/757597141099548672/photo/1",11,10,2016-07-25,2016.0,7.0,25.0,15:23:28 ,15,15.0,Twitter for iPhone,pupper,None,https://pbs.twimg.com/media/CoOGZjiWAAEMKGx.jpg,1.0,doormat,0.8361059999999999,False,wallet,0.0566269,False,purse,0.0513335,False,,,1.1
926,754874841593970688,RT @dog_rates: This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag,6.791583739888763e+17,4196983835.0,"https://twitter.com/dog_rates/status/679158373988876288/photo/1,https://twitter.com/dog_rates/status/679158373988876288/photo/1",11,10,2015-12-22,2015.0,12.0,22.0,04:35:49 ,3,4.0,Twitter for iPhone,,Rubio,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,1.0,pug,0.27220500000000003,True,bull_mastiff,0.25153000000000003,True,bath_towel,0.116806,False,0.0,7218.0,1.1
937,753298634498793472,RT @dog_rates: This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https:/…,6.815231776636764e+17,4196983835.0,https://twitter.com/dog_rates/status/681523177663676416/photo/1,12,10,2015-12-28,2015.0,12.0,28.0,17:12:42 ,18,17.0,Twitter for iPhone,,Carly,,,,,,,,,,,,0.0,5192.0,1.2
943,752701944171524096,RT @dog_rates: HEY PUP WHAT'S THE PART OF THE HUMAN BODY THAT CONNECTS THE FOOT AND THE LEG? 11/10 so smart https://t.co/XQ1tRUmO3z,6.835159323633295e+17,4196983835.0,"https://vine.co/v/ibvnzrauFuV,https://vine.co/v/ibvnzrauFuV",11,10,2016-01-03,2016.0,1.0,3.0,05:11:12 ,3,5.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,2609.0,1.1
949,752309394570878976,RT @dog_rates: Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC,6.75354435921576e+17,4196983835.0,"https://twitter.com/dog_rates/status/675354435921575936/video/1,https://twitter.com/dog_rates/status/675354435921575936/video/1",13,10,2015-12-11,2015.0,12.0,11.0,16:40:19 ,1,16.0,Twitter for iPhone,,None,https://pbs.twimg.com/ext_tw_video_thumb/675354114423808004/pu/img/qL1R_nGLqa6lmkOx.jpg,1.0,upright,0.303415,False,golden_retriever,0.181351,True,Brittany_spaniel,0.16208399999999998,True,0.0,14861.0,1.3
1012,747242308580548608,RT @dog_rates: This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10 https://…,7.047611207714652e+17,4196983835.0,"https://twitter.com/dog_rates/status/704761120771465216/photo/1,https://twitter.com/dog_rates/status/704761120771465216/photo/1",13,10,2016-03-01,2016.0,3.0,1.0,20:11:59 ,1,20.0,Twitter for iPhone,pupper,None,,,,,,,,,,,,,,1.3
1023,746521445350707200,RT @dog_rates: This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https:/…,6.678667242938778e+17,4196983835.0,https://twitter.com/dog_rates/status/667866724293877760/photo/1,10,10,2015-11-21,2015.0,11.0,21.0,00:46:50 ,1,0.0,Twitter for iPhone,,Shaggy,,,,,,,,,,,,0.0,898.0,1.0
1043,743835915802583040,RT @dog_rates: Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0Dv…,6.671382696715059e+17,4196983835.0,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,2015-11-19,2015.0,11.0,19.0,00:32:12 ,16,0.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,1861.0,1.0
1242,711998809858043904,RT @twitter: @dog_rates Awesome Tweet! 12/10. Would Retweet. #LoveTwitter https://t.co/j6FQGhxYuN,7.119982797733478e+17,783214.0,"https://twitter.com/twitter/status/711998279773347841/photo/1,https://twitter.com/twitter/status/711998279773347841/photo/1",12,10,2016-03-21,2016.0,3.0,21.0,19:29:52 ,19,19.0,Twitter for iPhone,,None,https://pbs.twimg.com/tweet_video_thumb/CeGGkWuUUAAYWU1.jpg,1.0,comic_book,0.105171,False,kuvasz,0.0598951,True,book_jacket,0.0466381,False,,,1.2
2259,667550904950915073,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA",6.675486956640707e+17,4296831739.0,"https://twitter.com/dogratingrating/status/667548695664070656/photo/1,https://twitter.com/dogratingrating/status/667548695664070656/photo/1",12,10,2015-11-20,2015.0,11.0,20.0,03:43:06 ,3,3.0,Twitter Web Client,,None,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1.0,web_site,0.999335,False,vizsla,8.10632e-05,True,collie,6.915899999999999e-05,True,,,1.2
2260,667550882905632768,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,6.67548415174144e+17,4296831739.0,"https://twitter.com/dogratingrating/status/667548415174144001/photo/1,https://twitter.com/dogratingrating/status/667548415174144001/photo/1",5,10,2015-11-20,2015.0,11.0,20.0,03:41:59 ,3,3.0,Twitter Web Client,,None,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1.0,web_site,0.998258,False,dishwasher,0.000201084,False,oscilloscope,0.000141736,False,0.0,25.0,0.5
